id,醫事機構名稱,醫事機構地址,Response_X,Response_Y
2347,蔡石財中醫診所,台中市新社區新社里中和街四段２０８號,230503.291,2682008.762
2348,春生中醫診所,台中市新社區永源里中和街１段７４號,228979.076,2679493.728
2349,康福中醫診所,台中市新社區新社里中和街４段２８７號,230543.228,2682302.18
2350,新社廣濟中醫診所,台中市新社區新社里興社街４段３２號,230540.649,2681830.472
2351,鵲慈中醫診所,台中市石岡區石岡街１號２樓,227464.89,2685583.389
2352,恆健中醫診所,台中市外埔區大同里甲后路４２９號,215013.1,2691646.089
2353,外埔中醫診所,台中市外埔區大同里甲后路４２６號,215013.1,2691646.089
2354,振堂中醫診所,台中市烏日區鳥日里三民街２３０號,211627.44,2667040.947
2355,仁德堂中醫診所,台中市烏日區仁德里興祥街６０號,213250.302,2666900.859
2356,逢春中醫診所,台中市烏日區鳥日里三民街１５６號,211602.394,2666902.589
2357,建誠中醫診所,台中市烏日區榮泉里中山路三段５９１號,209374.918,2667315.699
2358,聯和中醫診所,台中市烏日區麻園溪東路１０６號,212610.535,2666673.166
2359,姥芝瑞中醫診所,台中市烏日區九德里中山路１段４８８號,212974.814,2666951.546
2360,振新中醫診所,台中市烏日區溪南路一段２５９號１樓,213792.182,2664154.299
2361,東園中醫診所,台中市烏日區溪南路一段６１１號,213703.529,2663283.608
2362,華濟中醫診所,台中市烏日區溪南路１段６４０號,213705.181,2663533.552
2363,遠東中醫聯合診所,台中市烏日區中華路５５２號１樓,212801.146,2667090.043
2364,東億中醫診所,台中市烏日區中華路５７５號１樓,212816.157,2667007.889
2365,日安堂中醫診所,台中市烏日區信義街１５５號,213321.562,2666657.987
2366,達觀中醫診所,台中市烏日區中華路４３６號１、２樓,213003.119,2667312.785
2367,芳瑞中醫診所,台中市烏日區民族街３號１樓,211981.043,2667154.595
2368,吉祥中醫診所,台中市烏日區中山路１段３６５號,213336.587,2667024.512
2369,東方烏日中醫診所,台中市烏日區信義街８６號１樓,213473.533,2666770.228
2370,德昌中醫診所,台中市大肚區蔗□里遊園路二段２０３巷３弄１７號,207298.272,2674302.589
2371,順興堂中醫診所,台中市大肚區沙田路三段３５號,203646.918,2672275.856
2372,漢林中醫診所,台中市大肚區蔗部里遊園路２段２５７號,207437.878,2674416.677
2373,惠民中醫診所,台中市大肚區福山里沙田路１段４５２–２號１．２樓,206224.378,2668525.156
2374,信華中醫診所,台中市大肚區蔗廓里遊園路二段２６１號１樓,207441.605,2674424.276
2375,華良中醫診所,台中市大肚區沙田路一段４７３號１樓,205673.47,2668758.609
2376,民生堂中醫診所,台中市龍井區新庄里新興路１２１號,207671.04,2675247.189
2377,大慶中醫診所,台中市龍井區新興路６５號１樓,207887.85,2675209.25
2378,國安中醫診所,台中市龍井區新庄里遊園南路３６２號,207565.2,2674781.71
2379,元泰中醫診所,台中市龍井區新東里遊園南路１３５，１３７號,207476.929,2674445.629
2380,新仁安中醫診所,台中市龍井區中央路三段７３號,201760.82,2678643.069
2381,廣茂中醫診所,台中市霧峰區六股里中正路３４７－４號,218745.475,2659356.083
2382,德芳中醫診所,台中市霧峰區本堂里中正路７０５號,219273.717,2661592.973
2383,中原中醫診所,台中市霧峰區吉峰里吉峰路１３７號,220631.889,2663566.757
2384,邱明欣中醫診所,台中市霧峰區錦榮里中正路９１２號,219374.552,2662175.757
2385,慶和中醫診所,台中市霧峰區本堂里育仁街２３號,219265.584,2662062.569
2386,常益中醫診所,台中市霧峰區甲寅里中正路１１７１之２號１．２樓,219425.611,2662907.532
2387,至德中醫診所,台中市霧峰區本堂里樹仁路９６號,219151.689,2661922.598
2388,根源中醫診所,台中市霧峰區本鄉里光明街６６號,219594.304,2662473.486
2389,李采霓中醫診所,台中市霧峰區中正路６６５號１樓,219259.277,2661480.913
2390,霧澄中醫診所,台中市霧峰區中正路１１２３號,219408.511,2662791.862
2391,蔡榮裕中醫診所,台中市太平區新福里中山路４段２４４號,219642.85,2671459.89
2392,永生中醫診所,台中市太平區中山路二段５３３號,222061.959,2671619.189
2393,有生堂中醫診所,台中市太平區中興里中興路４８號,221242.329,2669264.009
2394,永泰中醫診所,台中市太平區新坪里樹孝路３８２號,221527.613,2672375.666
2395,建成中醫診所,台中市太平區坪林里中山路二段４８５．４８７號,222861.56,2671688.93
2396,尚群中醫診所,台中市太平區中平里太平路１４８號,221523.84,2668491.169
2397,德光中醫診所,台中市太平區宜欣里新平路２段２３８號,220992.79,2670906.02
2398,仁愛中醫診所,台中市太平區宜欣里宜昌東路３６號,221168.98,2670348.069
2399,泰平中醫聯合診所,台中市太平區中興東路１４０號,221675.87,2669525.31
2400,存心堂中醫診所,台中市太平區太平里太平路６２９號,220676.269,2669047.91
2401,源德中醫診所,台中市太平區太平里永豐路２３號,220866.045,2668862.927
2402,順天中醫診所,台中市太平區中山路４段２０７號２樓,219665.39,2671437.73
2403,乾乙堂中醫診所,台中市太平區新明街48號,221371.609,2671642.14
2404,迦勒堂中醫診所,台中市太平區樹德路８９之３號１樓,220641.64,2671929.129
2405,德濟中醫聯合診所,台中市太平區太平路４６７號,221040.5,2668867.399
2406,恩典中醫診所,台中市太平區永豐北路５１號１樓,221027.429,2668974.939
2407,廣泰中醫診所,台中市太平區育才路８１號１樓,221710.01,2672314.85
2408,宥霖中醫診所,台中市太平區宜昌路３７３號１、２樓,220892.829,2671077.799
2409,太澄中醫診所,台中市太平區中興東路１８６號,221777.739,2669592.169
2410,濟安堂中醫診所,台中市太平區太平三街１５號１樓,221720.85,2668220.47
2411,德隆中醫診所,台中市太平區中平路１３９號１樓,221409.56,2669128.129
2412,健恩中醫診所,台中市太平區太平路２５８號１樓,221450.95,2668552.5
2413,均和中醫診所,台中市太平區新平路一段８３號、８３之１號,221253.84,2669506.58
2414,祥和中醫診所,台中市太平區光興路１０７８號１樓,222658.35,2667480.58
2415,佳德中醫診所,台中市大里區新仁里立仁路７７號,219866.109,2666995.08
2416,德明中醫診所,台中市大里區東榮路２１７號,217930.519,2667264.23
2417,光明中醫診所,台中市大里區光明路１５６號,219937.829,2665228.299
2418,富安中醫診所,台中市大里區大里路１２２號１樓,217981.109,2666437.029
2419,回春堂中醫診所,台中市大里區內新里中興路二段１０３－３、１０５號,218474.66,2666903.919
2420,基華內針灸科中醫診所,台中市大里區金城里塗城路７２２號,219321.209,2665011.27
2421,駿發中醫診所,台中市大里區中興路二段６７１巷６–２號,218410.34,2667963.06
2422,健生堂中醫診所,台中市大里區中興路二段２４７號,218472.06,2667105.85
2423,高田中醫診所,台中市大里區金城里塗城路８０２號,219162.609,2665096.399
2424,永安中醫診所,台中市大里區新仁路一段２７６號,219539.66,2667279.359
2425,福祥中醫診所,台中市大里區塗城路６９７號,219559.7,2664888.37
2426,立人堂中醫診所,台中市大里區立仁里立仁路１５０號,219852.85,2666986.43
2427,錫安中醫診所,台中市大里區益民路二段１９８之３號,217875.63,2667126.85
2428,頌恩中醫診所,台中市大里區永興路１２９號,217664.209,2667148.14
2429,慶昇中醫診所,台中市大里區中興路２段３８０之１號１樓,218446.269,2666797.81
2430,佰億中醫診所,台中市大里區仁化里仁化路７１２號,218740.88,2665395.33
2431,仁一中醫診所,台中市大里區東興里東明路２７１號,217725.35,2667581.79
2432,正道中醫診所,台中市大里區東興里東榮路４３０號,217679.41,2667242.41
2433,弘安中醫診所,台中市大里區新仁路１段１５３號,219790.25,2667352.83
2434,漢生堂中醫診所,台中市大里區日新里中興路２段７７號１樓,218465.47,2667827.439
2435,益民中醫診所,台中市大里區大里路３９之１２號,218293.959,2666792.379
2436,文宗城中醫診所,台中市大里區東昇里新光路６５號,218705.81,2667272.48
2437,仁和中醫診所,台中市大里區仁化路６１６號,219451.85,2665743.529
2438,普門堂中醫診所,台中市大里區益民路二段３１１號１樓,217852.34,2667494.41
2439,大里廣濟中醫診所,台中市大里區塗城路５５９號１，２樓,219987.26,2664778.169
2440,德彥中醫診所,台中市大里區國光里德芳南一街３０號１樓,218193.239,2666245.99
2441,安德中醫診所,台中市大里區文隆街３０號,217799.16,2666967.399
2442,黃昭欽中醫診所,台中市大里區東榮路５９０號１樓,217295.47,2667181.66
2443,尚豪中醫診所,台中市大里區新興路２９號１樓,217168.715,2665983.634
2444,大明中醫診所,台中市大里區大明路３９３號１及２樓,217434.519,2667788.589
2445,天真中醫診所,台中市大里區中興路２段３５７、３５９，３５９之１號１樓,218078.929,2668534.169
2446,天一中醫診所,台中市大里區永隆二街１８０號１樓,217043.6,2666813.85
2447,里仁中醫診所,台中市大里區東里路１０、１２號１樓,217421.78,2665663.009
2448,永隆堂中醫診所,台中市大里區永隆路１２３號１樓,217145.38,2666830.79
2449,朱全業中醫診所,台中市大里區爽文路１１７１號１樓,216879.299,2667896.22
2450,元安堂中醫診所,台中市大里區益民路二段１５２之１號１樓,217902.519,2667022.899
2451,養慎齋中醫診所,台中市大里區大明路４４６號１樓,217168.31,2667816.39
2452,赫林赫中醫診所,台中市大里區國光路二段３４９號１樓,217463.899,2667035.359
2453,甲尚藥局,台中市大甲區順天路１２８號,211657.916,2693228.396
2454,健暉藥局,台中市中區柳原里公園路７９號,217506.736,2671180.214
2455,仁壽藥局,台中市中區東墩里三民路三段１號,217655.511,2671098.239
2456,永大藥局,台中市中區錦上里民族路１２２號,217340.143,2670625.45
2457,四川堂藥局,台中市中區中山路３４３號１樓,217001.989,2671071.605
2458,華成大藥局,台中市中區繼榮里繼光街８５號,217750.133,2670481.76
2459,惠春藥局,台中市中區平等街１４８號１樓,217730.057,2670908.314
2460,亞培大藥局,台中市中區成功路１８４號１樓,217709.777,2670732.384
2461,永和藥局,台中市中區繼光街１３４號,217854.29,2670549.075
2462,七星中西藥局,台中市東區東信里十甲東路４０６巷１號１樓,220130.409,2670119.577
2463,周藥師藥局,台中市東區合作里力行路５５號１樓,219068.772,2671762.691
2464,全勝藥局,台中市東區曙峰里台中路１６５號,217998.535,2669515.078
2465,建中藥局,台中市東區大智路１９０號１Ｆ,218467.723,2669704.558
2466,劉藥局,台中市東區東橋里仁和路４３８號,218547.734,2669035.22
2467,金隆藥局,台中市東區干城里福智街１號,218907.14,2670785.666
2468,福生藥局,台中市東區福仁街138號,218478.834,2671049.634
2469,許回生中西大藥局,台中市東區建成路６６６號１樓,218533.128,2669672.842
2470,群益藥局,台中市東區東英八街１０６號１樓,220187.649,2670723.345
2471,福倫藥局,台中市東區精武東路１９８號,220532.041,2671591.291
2472,信和藥局,台中市東區進德路４１號１樓,218761.562,2670995.015
2473,仁康中西藥局,台中市東區振興路４３９號１樓,220070.489,2669487.179
2474,中大藥局,台中市東區十甲路５０５號,220614.377,2671074.714
2475,老順安聯合大藥局,台中市東區台中路１２３號,217883.836,2669769.887
2476,精武丁丁藥局,台中市東區精武東路９６號,220371.315,2671589.361
2477,立安藥局,台中市西區土庫里忠明南路３４８號,215199.484,2670875.785
2478,太信藥局,台中市西區三民里三民路一段９５–１號１樓,216555.671,2669854.577
2479,仁貞藥局,台中市西區東昇里大全街６６號１樓,216500.301,2670081.648
2480,九和大藥局向上店,台中市西區向上路一段１９２號１樓,215502.543,2671327.453
2481,明裕藥局,台中市西區向上路一段５０７號１樓,214692.535,2671302.163
2482,德星藥局,台中市西區忠明里美村路一段９６號,215602.233,2671909.052
2483,泰生大藥局,台中市西區和龍里日新街４４號,216852.469,2671787.581
2484,生隆藥局,台中市西區昇平里向上路一段１４２之１號,215642.326,2671298.308
2485,連泰藥局,台中市西區公民里林森路１３４之２號,216394.241,2670471.836
2486,林西藥局,台中市西區永龍里向上路一段４６–１號,216443.334,2671287.873
2487,永昇藥局,台中市西區東昇里朝陽街４５號,216470.291,2670037.827
2488,華隆藥局,台中市西區樂群街６之２號,216821.299,2670594.575
2489,元泉藥局,台中市西區公益里中美街２５７號,215454.584,2671537.453
2490,振聲藥局,台中市西區公正里向上路１段４４７號１樓,214846.035,2671295.572
2491,麗新健保大藥局,台中市西區向上路一段１６２號,215574.043,2671333.453
2492,匯康藥局,台中市西區向上路一段二七七號一樓,215292.019,2671291.754
2493,神農藥局,台中市西區公平里公益路１９０–１號１樓,215284.725,2671788.606
2494,祥鶴大藥局,台中市西區美村路一段六七三號一樓,215628.019,2670083.217
2495,宇祥藥局,台中市西區五權五街１１９號１樓,215455.323,2670166.126
2496,名亨藥局,台中市西區五權路２９號１樓,216426.91,2671035.955
2497,銘津藥局,台中市西區民生路３９０號１樓,215559.913,2671061.072
2498,友富大藥局,台中市西區向上路一段５２９號１樓,214628.125,2671298.901
2499,好思康藥局,台中市西區五權八街一一一號一樓,215662.108,2669901.958
2500,向日睽藥局,台中市西區林森路９８－２號１樓,216528.851,2670335.075
2501,幸福大藥局,台中市西區向上路一段１９４號１樓,215498.054,2671327.453
2502,新福美藥局,台中市西區林森路２１２號,216239.551,2670615.765
2503,俊達藥局,台中市西區華美街３２０號１樓,215343.364,2671724.452
2504,婕康藥妝藥局,台中市西區民生路１５９號１樓,216561.239,2670868.415
2505,北醫藥師藥局,台中市西區東興路三段８９號,214718.336,2671440.822
2506,壹藥局,台中市西區美村路１段７７５號１樓,215631.734,2669801.217
2507,伸安藥局,台中市南區五權南路２２０號,216482.351,2668868.24
2508,義興配藥局,台中市南區西川里忠明南路６２８號,215113.951,2669513.296
2509,侑民藥局,台中市南區興大路３９６巷４９號１樓,216577.111,2667869.714
2510,和益中西藥局,台中市南區江川里五權南路２２４號,216480.601,2668857.572
2511,保健藥局,台中市南區工學路５３號,216035.465,2667983.734
2512,元聖藥局,台中市南區積善里五權南路６５０號１樓,216477.261,2667705.123
2513,伯華大藥局,台中市南區國光路１６０號１Ｆ,217324.378,2669185.049
2514,和生藥局,台中市南區美村南路６８之２號１樓,216146.715,2668055.353
2515,鴻儀大藥局,台中市南區樹義里大慶街二段３–４號,214717.416,2667692.225
2516,長冠藥局,台中市南區復興路三段１４８–５號１樓,216216.935,2669264.549
2517,泰友藥局,台中市南區復興路２段９９巷１３號,215706.323,2668795.561
2518,陳信安藥局,台中市南區永興里高工路３４９號,216095.532,2667716.784
2519,台杏藥局,台中市南區長榮里復興路三段３３７號,217269.587,2669746.848
2520,學府藥局,台中市南區學府路１８０號,216851.283,2669438.271
2521,榮鳳藥局,台中市南區南平路三之五號,215483.934,2668240.923
2522,樺生藥局,台中市南區工學路３９號,216064.802,2667987.333
2523,台大藥局,台中市南區台中路１５４號,217917.337,2669582.669
2524,萊爾康藥局,台中市南區文心南路９２３－１號１樓,215460.915,2667265.635
2525,弘仁藥局,台中市南區復興路１段５２１號,215282.815,2668121.848
2526,健康人生藥局,台中市南區美村南路１３１號,216112.671,2668048.734
2527,博愛藥局,台中市南區復興路２段１０號,215265.524,2668051.223
2528,大愛大藥局,台中市南區文心南路７４９號,215079.329,2667650.348
2529,裕安藥局,台中市北區明德里西屯路一段４９６號,215866.312,2673054.447
2530,大德安藥局,台中市北區明德里漢口路三段２８號,216164.371,2673517.967
2531,中心藥局,台中市北區五權路２７９號１樓,217252.187,2671859.702
2532,台安藥局,台中市北區建成里興進路８４號１樓,219525.09,2672278.66
2533,莊藥局,台中市北區建興里永興街３３號,217705.856,2672722.248
2534,東生藥局,台中市北區永興街１１２－１號１樓,217733.111,2672947.969
2535,仁柏藥局,台中市北區賴明里山西街二段６２號,217060.328,2673748.564
2536,上安藥局,台中市北區健行里梅亭街６５０號１Ｆ,216031.451,2672842.068
2537,永健藥局,台中市北區頂厝里永興街２００號１樓,217735.736,2673238.316
2538,上宇藥局,台中市北區賴明里文昌東一街８５號,217156.984,2673855.064
2539,廖藥局,台中市北區健行里健行路７５８號１樓,216466.64,2672713.828
2540,博大藥局,台中市北區賴明里漢口路四段２８７巷３號１樓,217133.195,2673572.112
2541,義興藥局,台中市北區國強街３５號１樓,219229.372,2672402.1
2542,昆達藥局,台中市北區光大里原子街１３５號１樓,217149.027,2671557.132
2543,欣康藥局,台中市北區館前路２１號,216033.35,2672277.015
2544,英才藥局,台中市英才路２２９號,216875.659,2672292.319
2545,漢口大藥局,台中市漢口路三段８４–１號,216074.121,2673559.447
2546,大多福藥局,台中市北區賴村里大德街１４９號１Ｆ,217318.638,2672879.949
2547,匯平藥局,台中市北區北平路二段８２號,216939.839,2674041.845
2548,育光中西藥局,台中市北區健行里梅亭街６６０號１樓,216011.391,2672843.889
2549,名成藥局,台中市北區錦村里自強一街３９號１樓,219082.111,2672035.007
2550,正光藥局,台中市北區金龍里三民路三段２５３–２號,218124.114,2672244.58
2551,格霖大藥局,台中市北區大雅路山西路二段７０號１樓,217233.598,2672031.071
2552,展弘藥局,台中市北區漢口路４段３８０號,217904.176,2673536.436
2553,盈佑藥局,台中市北區進化路６３９號１樓,218918.823,2672877.467
2554,康諾得藥局,台中市北區梅川西路４段１６３號１樓,217325.264,2673825.385
2555,漢口鹿藥局,台中市北區漢口路四段３５５號,217725.003,2673575.186
2556,康膚藥局,台中市北區進化路六四八號一樓,218968.111,2672828.799
2557,百富藥局,台中市北區崇德路一段５１１號１樓,217972.005,2673304.186
2558,宏科藥局,台中市北區興進路２１１之１號,218743.119,2672273.509
2559,健業藥局,台中市北區漢口路３段９１號,216350.265,2673556.841
2560,佳賀藥師藥局,台中市北區育德路１９號,217441.157,2672455.938
2561,多倫多藥局,台中市北區太原路２段１１號１樓,217003.179,2673399.052
2562,學士藥局,台中市北區學士路１３號之１樓,217715.005,2672084.449
2563,國安漢口藥局,台中市北區漢口路四段２６０號１樓,217672.405,2673544.106
2564,嘉樂藥局,台中市北區西屯路一段３５１－７號,216036.852,2672734.449
2565,宏原健保藥局,台中市北區山西路二段７１號１樓,217042.318,2673960.575
2566,博森藥局,台中市北區健行路４９３號,217257.014,2672674.978
2567,德維中西藥局,台中市西屯區西屯路三段１６４–１３號,213278.068,2675035.98
2568,揚善藥局,台中市西屯區中清路二段１３８６巷７６號,215327.614,2676774.156
2569,宏光藥局,台中市西屯區何安里西屯路二段９５之２３號,215047.81,2673378.785
2570,瑞康藥局,台中市西屯區長安路二段２號１樓,215575.723,2674157.473
2571,宏吉藥局,台中市西屯區大福里長安路二段３１６號１樓,216197.261,2674747.068
2572,大東藥局,台中市西屯區西墩里黎明路三段５７號,213109.88,2674186.044
2573,護康藥局,台中市西屯區櫻花路７５號,214602.215,2673905.083
2574,佳蒝藥局,台中市西屯區西屯路３段１５９之１０之５號１樓,211335.815,2675819.552
2575,裕和藥局,台中市西屯區大墩路９５１號１Ｆ,214632.866,2672707.818
2576,典安大藥局,台中市西屯區西屯路３段１５９－６０號,211157.913,2675904.666
2577,健康藥局,台中市西屯區何南里大墩１９街２６號１樓,215124.345,2672445.21
2578,久揚大藥局,台中市西屯區工業區一路９８之１６號,210761.478,2674405.872
2579,篤行藥局,台中市西屯區何厝里西屯路二段４５之１號１樓,215373.573,2673271.947
2580,東亞藥師藥局,台中市西屯區河南路２段３５０號１樓,214151.666,2674323.813
2581,得力藥局,台中市西屯區漢口路２段２２７號１樓,215910.361,2673529.717
2582,逢甲何藥局,台中市西屯區青海路二段二八七號一、二樓,213608.098,2674201.984
2583,崇文藥師藥局,台中市西屯區漢成四街八號一樓,215977.524,2673919.438
2584,廣安大藥局,台中市西屯區青海路一段一Ｏ一、一Ｏ三號,215190.234,2673158.561
2585,中科藥局,台中市西屯區福雅路七十五號,211254.783,2675504.373
2586,達康藥局,台中市西屯區中工三路一九一號一樓,211206.546,2674629.47
2587,永安藥局,台中市西屯區西屯路３段１４６－４號１樓,211933.534,2675569.193
2588,源興大藥局,台中市西屯區西屯路２段１２號,215672.923,2673212.657
2589,新利賀專業藥局,台中市西屯區河南路２段２９５號,214150.166,2674265.643
2590,天立專業藥師藥局,台中市西屯區太原路１段２０７號１樓,215626.122,2673136.606
2591,天良藥局,台中市西屯區西屯路三段１５９－１１巷６號,213302.78,2675046.495
2592,逢甲藥局,台中市西屯區逢甲路１４７、１４９、１５１號,213240.47,2674247.833
2593,宥恩藥局,台中市西屯區福科路６１６號,210690.494,2675795.333
2594,詠安藥局,台中市西屯區西屯路三段１６６－１２號,211027.147,2676005.742
2595,第一藥局,台中市西屯區河南路２段２９８號１樓,214284.206,2674423.742
2596,重慶美得康藥局,台中市西屯區重慶路１３９號,215074.635,2673481.796
2597,百惠藥師藥局,台中市西屯區漢口路二段２４７號,215949.122,2673554.387
2598,東亞永福藥局,台中市西屯區永福路３５號,211355.136,2675296.913
2599,永旭大藥局,台中市西屯區逢甲路９２號１樓,213824.078,2674874.325
2600,瑞德大藥局,台中市西屯區中清西二街８４號之１樓,216175.571,2674456.049
2601,弘薪藥局,台中市西屯區漢口路二段８１號１樓,215460.853,2673278.066
2602,財德中西藥局,台中市南屯區南屯路二段６１８號,213478.14,2670429.115
2603,仁人藥局,台中市南屯區南屯里黎明路一段１０８５號,213178.951,2670488.856
2604,萬安藥局,台中市南屯區中和里黎明路一段３８號,211965.885,2667579.634
2605,濟安堂藥局,台中市南屯區南屯路二段７８８號,213189.777,2670606.52
2606,聯發藥局,台中市南屯區溝墘里大墩路８５０號,214387.437,2672290.335
2607,吉田藥局,台中市南屯區大同里大墩六街１５４號,214491.567,2670877.214
2608,承諭藥局,台中市南屯區黎明路２段１９９號,213007.31,2671349.603
2609,得安藥局,台中市南屯區溝墘里大墩路５９６號,214383.787,2671830.441
2610,康元藥局,台中市南屯區黎明路２段２８１號１樓,212956.902,2671531.722
2611,長映藥局,台中市南屯區黎明路二段４３２號１樓,212955.421,2671867.12
2612,裕登藥局,台中市南屯區大墩二街９１號１Ｆ,214583.537,2670431.186
2613,德安藥局,台中市南屯區文山里忠勇路１１５–６號１樓,210729.94,2670909.751
2614,康得美專業藥局,台中市南屯區忠勇路１２之２６號,210560.439,2670089.156
2615,大愛藥局,台中市南屯區向心南路９６２．９６４號１樓,213789.326,2670348.45
2616,承智藥局,台中市南屯區溝墘里大墩路８１０號之１,214384.63,2672233.443
2617,吉運藥局,台中市南屯區南屯里黎明路１段１１３５號,213232.59,2670627.504
2618,統一藥局,台中市南屯區中和里黎明路一段一一九號,211993.265,2667785.824
2619,元生藥局,台中市南屯區大隆路１１５號１樓,214567.462,2672452.899
2620,乾生大藥局,台中市南屯區大業路９５號,214674.845,2672050.95
2621,宜康藥局,台中市南屯區公益路二段三五八號,213022.114,2671853.986
2622,悅康藥師藥局,台中市南屯區大墩路７０５號１樓,214391.766,2671988.189
2623,政豐大愛藥局,台中市南屯區大業路１４５、１４７號１樓,212754.863,2672066.589
2624,五六藥局,台中市南屯區南屯路２段２３２號,214373.41,2670230.446
2625,大業藥局,台中市南屯區大業路５７１號１樓,213018.152,2672067.87
2626,樂活藥局,台中市南屯區大聖街３３２號,214510.007,2672124.069
2627,大墩何藥局,台中市南屯區大墩南路４３１號,214405.247,2670019.696
2628,朝陽大藥局,台中市南屯區黎明路１段１０３９號,213146.761,2670393.018
2629,�安藥局,台中市南屯區南屯路２段１１９號,214630.296,2670112.575
2630,睦林藥局,台中市南屯區黎明路一段１１５５號,213221.901,2670674.314
2631,嶺東藥局,台中市南屯區永春南路５７號１樓,210535.579,2670398.186
2632,貝麗藥局,台中市南屯區忠勇路７２號,210966.307,2671694.492
2633,甜心藥局,台中市南屯區黎明路二段２８４號,212997.59,2671534.841
2634,東興大愛藥局,台中市南屯區東興路二段２７９號１樓,214718.315,2670981.652
2635,東林藥局,台中市南屯區黎明路２段１４０號,213092.261,2671197.822
2636,東山藥局,台中市北屯區東山路一段１３５號１樓,219892.399,2673849.455
2637,慧春藥局,台中市北屯區平安里天津路四段１１２號,218343.915,2673787.921
2638,寶麒藥局,台中市北屯區旅順路２段１５０號,218451.804,2674328.413
2639,資生藥局,台中市北屯區水湳里大連路一段５５號,216735.929,2674552.972
2640,大元藥局,台中市北屯區北屯里昌平路一段２３號,218881.483,2673505.046
2641,道安藥局,台中市北屯區昌平路二段２–４５號１Ｆ,217810.005,2676242.83
2642,崇安藥局,台中市北屯區四民里昌平路二段５４–３號１樓,217749.106,2676310.242
2643,英全藥局,台中市北屯區北平路三段３４號１樓,217517.907,2674003.813
2644,永佳藥局,台中市北屯區昌平路１段１０５－５號１樓,218539.043,2674286.046
2645,何藥局大連店,台中市北屯區平和里山西路２段２７４號１Ｆ,217136.967,2674426.643
2646,早安藥局,台中市北屯區崇德二路一段１９９號１樓,218810.453,2674594.003
2647,順泰大藥局,台中市北屯區北屯村北屯路１１５號,218901.173,2673330.477
2648,大生大藥局,台中市北屯區三光里北屯路３３７號,219253.551,2673917.365
2649,吉英藥局,台中市北屯區平順里昌平路一段４３４號１樓,218554.453,2674582.453
2650,祥和藥局,台中市北屯區北屯里太原路三段１４７號１樓,218513.469,2673338.912
2651,聖安藥局,台中市北屯區北屯里北屯路２０１號１樓,218901.173,2673330.477
2652,大華藥局,台中市北屯區熱河路２段１０９號１樓,218226.005,2673945.575
2653,茂昌藥局,台中市北屯區三光里北屯路２３４–３號,218931.231,2673284.447
2654,日信藥局,台中市北屯區興安路二段３７７號１樓,219000.192,2675201.646
2655,順天大藥局,台中市北屯區中清路二段２３２號１樓,216407.359,2674739.842
2656,吉成藥局,台中市北屯區松茂里松竹路二段１３９號,219160.121,2675328.75
2657,蔡宗耀中西藥局,台中市北屯區平德里河北路２段６１號,217797.546,2673879.825
2658,杏城藥局,台中市北屯區崇德路２段２９２、２９４號,218129.673,2675146.194
2659,兩隻老虎藥局,台中市北屯區崇德路１段５９８號,218044.215,2673673.805
2660,科學藥局,台中市北屯區中清路６４之１４號,216553.163,2674444.949
2661,信誼藥局,台中市北屯區瀋陽路二段３１號１樓,217563.478,2674328.649
2662,康友藥局,台中市北屯區柳陽西街１３號２樓之１,218396.375,2673705.54
2663,美得康藥局,台中市北屯區平德路１２２巷１號,216508.904,2675552.027
2664,世富藥局,台中市北屯區北屯路２９９－３號１樓,219119.869,2673689.75
2665,安順藥局,台中市北屯區大鵬路３２號,216188.63,2674814.486
2666,寶昇藥局,台中市北屯區東山路１段２１６－２４號１樓,220952.505,2674254.163
2667,元亨藥局,台中市北屯區昌平路１段１１７號１樓,218526.321,2674459.387
2668,佳家社區藥局,台中市北屯區松義街１６８號,219356.883,2675484.819
2669,吉士康樂活藥局,台中市北屯區昌平路２段８－１６號,218522.791,2674977.722
2670,你好聯合藥局,台中市北屯區陳平一街８８號,216100.601,2675704.288
2671,福益藥局,台中市北屯區東山路１段１８８－７號,220458.897,2673974.915
2672,瑞生藥局,台中市北屯區興安路１段３２８號１樓,218980.261,2674370.657
2673,宏琳社區保健藥局,台中市北屯區軍功路１段４９２號１樓,221428.611,2674009.58
2674,北屯德康藥局,台中市北屯區四平路４６９號１樓,217593.083,2676280.122
2675,智康藥局,台中市北屯區中清路二段５３３號,216058.674,2675209.424
2676,建祐藥局,台中市北屯區太原路三段２６１號,218826.505,2673336.541
2677,吉富康藥局,台中市北屯區大連路三段９９號１樓,218860.122,2674431.762
2678,慈安藥局,台中市豐原區西湳里豐北街４０３號,220954.397,2683754.472
2679,保興藥局,台中市豐原區西安里安和路３７號,220407.755,2682491.399
2680,信惠藥局,台中市豐原區豐田里田心路二段２２５號,221773.2,2681526.66
2681,春輝堂藥局,台中市豐原區北陽里豐東路２２０巷１７號,222790.42,2682657.419
2682,惠生藥局,台中市豐原區社皮里中正路９１８號,219492.793,2682646.93
2683,快安藥局,台中市豐原區豐中路１７５號,221823.25,2683402.12
2684,天一藥局,台中市豐原區南陽里南陽路２７５號,222324.371,2682175.102
2685,富棋藥局,台中市豐原區翁子里豐勢路２段２３號,223233.393,2683958.779
2686,瑞輝藥局,台中市豐原區西勢里西安街５６號,220912.6,2682670.271
2687,全一藥局,台中市豐原區豐榮里信義街１４２號地下一樓,221452.09,2683052.007
2688,謝藥局,台中市豐原區葫蘆里市前街２３號,221110.967,2682619.163
2689,復生藥局,台中市豐原區田心路２段２６９號,221827.304,2681433.111
